record_type,group_type,region,sst_bin,omega_bin,n_samples,n_blocks,n_raw_profiles_total,bootstrap_method,dlnq_mean_point,dlnq_mean_boot_mean,dlnq_mean_se,dlnq_mean_ci_lo,dlnq_mean_ci_hi,dlnq_median_point,dlnq_median_ci_lo,dlnq_median_ci_hi,q_uut_point,q_lut_point,mean_olr_point,sst_sort_lo,sst_sort_hi,omega_sort,warm_sst_bin,ref_sst_bin,n_warm,n_ref,n_warm_blocks,n_ref_blocks,ddlnq_mean_point,ddlnq_mean_ci_lo,ddlnq_mean_ci_hi,ddlnq_mean_se,ddlnq_median_point,ddlnq_median_ci_lo,ddlnq_median_ci_hi,robust_95_mean,dq_uut_point,dq_lut_point,q_uut_ref_point,q_uut_warm_point,q_lut_ref_point,q_lut_warm_point,pct_dq_uut,pct_dq_lut,dmean_olr_point
group,sst_omega,nan,sst_303_305,strong_subsidence,353.0,353.0,77503.0,iid,-1.9491955703150787,-1.949127144982157,0.017273173502867417,-1.9825763207509397,-1.9145409991621718,-1.9863282442092896,-2.01077938079834,-1.9596803188323975,5.6746200601781045e-05,0.0005282600459627208,248.17545403667145,303.0,305.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_omega,nan,sst_305_307,strong_ascent,13.0,13.0,238.0,iid,-1.9328947892555823,-1.930631719020697,0.14039034797077468,-2.205059735591595,-1.6620817730059991,-1.8118422031402588,-2.3657541275024414,-1.6028226613998413,6.093134344644988e-05,0.0005561211784459794,250.61972803767247,305.0,307.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_omega,nan,sst_305_307,weak_ascent,11.0,11.0,140.0,iid,-1.848183187571439,-1.8501688885255294,0.17234962526739236,-2.21552244451913,-1.5448217196898026,-1.727993369102478,-2.1821937561035156,-1.4296847581863403,5.4298511052117895e-05,0.00042664196172898465,261.53510612365943,305.0,307.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_omega,nan,sst_305_307,neutral,11.0,11.0,83.0,iid,-1.939829100262035,-1.940592575268312,0.10113996918193721,-2.1392931797287678,-1.7441017497669569,-1.9951496124267578,-2.221787929534912,-1.5854647159576416,5.951897268956104e-05,0.0005244044613474133,272.9665636029524,305.0,307.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_omega,nan,sst_305_307,weak_subsidence,15.0,15.0,150.0,iid,-1.5024065275986989,-1.5022354414284227,0.20025449013981014,-1.8783767765760422,-1.083128090699514,-1.5418574810028076,-2.2849202156066895,-1.284239649772644,5.339704124101748e-05,0.0003450649112589114,277.6392181800595,305.0,307.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_omega,nan,sst_305_307,strong_subsidence,17.0,17.0,357.0,iid,-1.758170674828922,-1.76352066237085,0.13419522152111177,-2.035022283301634,-1.513698831025292,-1.7725101709365845,-1.974253535270691,-1.4670082330703735,6.21825570038602e-05,0.0004895438974284951,265.98658910748384,305.0,307.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_only,nan,sst_297_300,all,2174.0,2174.0,880299.0,iid,-1.5882248151079232,-1.5876585734313398,0.00818157321374878,-1.6035442505008262,-1.571988041489835,-1.5679258108139038,-1.585564136505127,-1.548970353603363,3.730597743066135e-05,0.0002632536243220967,273.14257937041424,297.0,300.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_only,nan,sst_300_303,all,2377.0,2377.0,2074816.0,iid,-1.8197967426888222,-1.819833310273248,0.005309851119467042,-1.8305908870210554,-1.8092259835979996,-1.8322644233703613,-1.8472307324409485,-1.8202840566635132,4.762781723099832e-05,0.0004154541845455502,256.47316014720144,300.0,303.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_only,nan,sst_303_305,all,1697.0,1697.0,239386.0,iid,-1.971554339817809,-1.971589048661049,0.008137236007277242,-1.9882222959258071,-1.956743950631802,-2.0093348026275635,-2.021537208557129,-1.9945282250642777,5.626924773504452e-05,0.0005364644071182167,248.32807408904245,303.0,305.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_only,nan,sst_305_307,all,67.0,67.0,968.0,iid,-1.7794144300382528,-1.780517027338939,0.07056394174150302,-1.9262783352230022,-1.6447304837628087,-1.7982832193374634,-1.974253535270691,-1.5854647159576416,5.824117721855526e-05,0.00046551202834039097,266.02888237329233,305.0,307.0,4.0,,,,,,,,,,,,,,,,,,,,,,,
