group_type,sst_bin,region,omega_bin,n_samples,n_raw_profiles_total,mean_profiles_per_sample,dlnq_mean_of_samples,dlnq_median_of_samples,dlnq_std,dlnq_p10,dlnq_p25,dlnq_p75,dlnq_p90,dlnq_iqr,q_uut_mean_group,q_uut_median_group,q_uut_p25,q_uut_p75,q_lut_mean_group,q_lut_median_group,q_lut_p25,q_lut_p75,mean_sst_group_mean,mean_sst_group_median,mean_omega_group_mean,mean_omega_group_median,mean_olr_group_mean,mean_olr_group_median,dominant_olr_fraction_group_mean,dominant_olr_fraction_group_median,dominant_olr_bin_group,dominant_olr_bin_group_fraction,sst_sort_lo,sst_sort_hi,omega_sort,reference_sst_bin,delta_dlnq_mean_vs_ref,delta_dlnq_median_vs_ref,delta_q_uut_mean_vs_ref,delta_q_lut_mean_vs_ref,delta_mean_olr_vs_ref
sst_omega,sst_290_291,,strong_ascent,19,967.0,50.89473684210526,-1.6503459340647648,-1.4823744297027588,0.4185439623283184,-2.2830149650573732,-1.8599558472633362,-1.3762550354003906,-1.2805359601974489,0.48370081186294556,3.07286589208831e-05,2.75639868050348e-05,2.579563260951545e-05,3.300347270851489e-05,0.00020399243964531802,0.00017713407578412443,0.00013965734251542017,0.0002784879907267168,290.6325667397767,290.6037686861478,-0.10183939327173448,-0.09634432196617126,266.1448949570078,268.32651977539064,,,clear_sky,0.9473684210526315,290.0,291.0,0,sst_297_298,0.03810028504654617,0.16239434480667114,-3.7724042262092446e-06,-4.061533141404367e-05,-5.490777893887184
sst_omega,sst_290_291,,weak_ascent,23,1002.0,43.56521739130435,-1.5577466060285983,-1.457377552986145,0.519476783651603,-2.133302164077759,-1.8776123523712158,-1.3238179087638855,-1.2417922258377074,0.5537944436073303,3.184363951099247e-05,2.8973192456760444e-05,2.6150968551519327e-05,3.512159673846327e-05,0.0002210354088437389,0.0001719065330689773,0.00012896041880594566,0.00030230332049541175,290.68109971846405,290.67401123046875,-0.028106006381183695,-0.029512423516835196,270.69673969429607,270.72223897062975,,,clear_sky,1.0,290.0,291.0,1,sst_297_298,0.02163443933938436,0.09052872657775879,-1.9190629808389683e-06,-2.1219879007638542e-06,-6.514513249818606
sst_omega,sst_290_291,,neutral,19,665.0,35.0,-1.3671310983206098,-1.4259933233261108,0.5757957911716155,-1.8590092182159423,-1.6942164301872253,-1.2226540446281433,-0.8267610192298892,0.47156238555908203,2.9853235805364276e-05,2.8427324650692753e-05,2.7395598408475053e-05,3.188412301824428e-05,0.0001682955861676754,0.00014886714052408934,0.00011199119398952462,0.00022127570991870016,290.6229164800987,290.598331451416,0.0007500459534575087,0.0006039321888238192,269.9653423339845,271.2508985175461,,,clear_sky,0.9473684210526315,290.0,291.0,2,sst_297_298,0.12727895990454852,0.06804007291793823,-4.198550884822835e-06,-4.043095420078961e-05,-8.605743554217213
sst_omega,sst_290_291,,weak_subsidence,23,1519.0,66.04347826086956,-1.5792885902135267,-1.3771662712097168,0.561292959729256,-2.171094274520874,-2.01745867729187,-1.2599610686302185,-1.1613728523254394,0.7574976086616516,2.8358872995063987e-05,2.6953626729664393e-05,2.5141486730717588e-05,3.208398811693769e-05,0.00019000119937118143,0.00016021863848436624,0.000125168458907865,0.0002392898968537338,290.6326826161724,290.6001305213341,0.029287886750764127,0.029924381855122053,271.4283920626225,272.81230232932353,,,clear_sky,0.9565217391304348,290.0,291.0,3,sst_297_298,-0.0938123530774626,0.10290241241455078,-5.325255253152793e-06,-1.5484749295665163e-05,-7.386429574495821
sst_omega,sst_290_291,,strong_subsidence,23,2339.0,101.69565217391305,-1.3555877312369968,-1.3360755443572998,0.45413442530704745,-2.0018397331237794,-1.5253690481185913,-1.1598769426345825,-0.8563929319381712,0.3654921054840088,3.001276736145171e-05,2.7738054996007122e-05,2.495431817806093e-05,3.446309165155981e-05,0.00016242281107343328,0.0001381993351969868,0.00010335016486351378,0.0002007372968364507,290.6492161717761,290.5915863037109,0.10032492533854474,0.09864444471895695,270.36824016043084,272.830210516426,,,clear_sky,0.9565217391304348,290.0,291.0,4,sst_297_298,0.1310792571670274,0.11118501424789429,-3.23753207475482e-06,-4.4232925014699365e-05,-6.405782220986225
sst_omega,sst_291_292,,strong_ascent,30,1550.0,51.666666666666664,-1.6029036526878675,-1.547940731048584,0.541722398903878,-2.311425518989563,-1.9204530119895935,-1.3249336779117584,-1.2548716187477111,0.5955193340778351,3.0103106746537377e-05,3.0107126804068685e-05,2.655108255567029e-05,3.3025086850102525e-05,0.0002041154713272893,0.00017183001182274893,0.00012749543020618148,0.00025248289239243604,291.6247629053227,291.60461818810666,-0.1282698497111865,-0.0917234317242325,266.99586657777905,271.4355284490922,,,clear_sky,0.9666666666666667,291.0,292.0,0,sst_297_298,0.08554256642344349,0.09682804346084595,-4.3979564005549695e-06,-4.049229973207238e-05,-4.639806273115937
sst_omega,sst_291_292,,weak_ascent,30,1738.0,57.93333333333333,-1.3989425423244635,-1.3776405453681946,0.45628322341762667,-1.9862251281738281,-1.7085503935813904,-1.1672333478927612,-0.9487807750701902,0.5413170456886292,2.9626644269834894e-05,2.909255272243172e-05,2.67783675553801e-05,3.0376132599485572e-05,0.00016963910372093475,0.00016026672528823838,0.00011404472752474248,0.00022983376038610004,291.58222576873715,291.5960056069219,-0.028819498848298986,-0.02861120051451966,272.73272728491963,272.89327833387586,,,clear_sky,1.0,291.0,292.0,1,sst_297_298,0.18043850304351916,0.17026573419570923,-4.136058221996542e-06,-5.3518293023568014e-05,-4.478525659195043
sst_omega,sst_291_292,,neutral,30,1239.0,41.3,-1.5453982849915822,-1.4980109333992004,0.3816530379810057,-2.072238802909851,-1.7274059355258942,-1.322259932756424,-1.1405442714691163,0.4051460027694702,2.930864945180171e-05,2.9116655241523404e-05,2.6503817935008556e-05,3.3619400710449554e-05,0.00018498206797327535,0.00014996448589954525,0.00012364348731352948,0.0002442207623971626,291.59506333455084,291.59689078952954,0.0009474099177797269,0.0005140204954506389,272.96590611583053,273.521732430245,,,clear_sky,1.0,291.0,292.0,2,sst_297_298,-0.050988226766423894,-0.003977537155151367,-4.743137238385402e-06,-2.3744472395189665e-05,-5.605179772371173
sst_omega,sst_291_292,,weak_subsidence,32,2675.0,83.59375,-1.6019784901291132,-1.3830163478851318,0.5586402614298669,-2.078588366508484,-1.9112009108066559,-1.2564000189304352,-1.2113217830657959,0.6548008918762207,2.898599893796927e-05,2.987248717545299e-05,2.6512101158004953e-05,3.1455429962079506e-05,0.0001971366357338411,0.00017265101632801816,0.00012559516108012758,0.0002474888715369161,291.6203555221307,291.6014123207282,0.030237086726072074,0.029904662475628552,272.8831366749015,273.3147359338607,,,clear_sky,1.0,291.0,292.0,3,sst_297_298,-0.11650225299304906,0.09705233573913574,-4.698129310247509e-06,-8.349312933005488e-06,-5.931684962216821
sst_omega,sst_291_292,,strong_subsidence,32,4005.0,125.15625,-1.4401787109673023,-1.305418848991394,0.46524831983387904,-2.001328372955322,-1.7013331651687622,-1.1545653343200684,-1.0280174732208252,0.5467678308486938,2.9596410712429133e-05,2.9265936973388307e-05,2.6084562250616727e-05,3.223004841856891e-05,0.00017944818188198042,0.00015554909623460844,0.00012318439803493675,0.00024309056243509986,291.5868626444997,291.57813663805945,0.09233806956753356,0.09437734249981108,272.5002718120094,273.2548246010798,,,clear_sky,1.0,291.0,292.0,4,sst_297_298,0.0464882774367219,0.14184170961380005,-3.653888723777398e-06,-2.7207554206152228e-05,-4.273750569407696
