record_type,group_type,region,sst_bin,omega_bin,n_samples,n_blocks,n_raw_profiles_total,bootstrap_method,dlnq_mean_point,dlnq_mean_boot_mean,dlnq_mean_se,dlnq_mean_ci_lo,dlnq_mean_ci_hi,dlnq_median_point,dlnq_median_ci_lo,dlnq_median_ci_hi,q_uut_point,q_lut_point,mean_olr_point,sst_sort_lo,sst_sort_hi,omega_sort,warm_sst_bin,ref_sst_bin,n_warm,n_ref,n_warm_blocks,n_ref_blocks,ddlnq_mean_point,ddlnq_mean_ci_lo,ddlnq_mean_ci_hi,ddlnq_mean_se,ddlnq_median_point,ddlnq_median_ci_lo,ddlnq_median_ci_hi,robust_95_mean,dq_uut_point,dq_lut_point,q_uut_ref_point,q_uut_warm_point,q_lut_ref_point,q_lut_warm_point,pct_dq_uut,pct_dq_lut,dmean_olr_point
difference,diff_sst_omega,all,,strong_ascent,,,,block,,,,,,,,,,,,,,,sst_303_305,sst_300_303,344.0,475.0,344.0,475.0,-0.12234368608288682,-0.15592710703970686,-0.0895577568005692,0.01697561792343956,-0.1386650800704956,-0.16629598140716553,-0.09855588972568512,True,9.3852001504332e-06,0.0001326182459763834,5.1505675039248e-05,6.08908751896812e-05,0.0004989127748903182,0.0006315310208667016,18.221681675430045,26.581449233393236,-8.416959863478127
difference,diff_sst_omega,all,,weak_ascent,,,,block,,,,,,,,,,,,,,,sst_303_305,sst_300_303,337.0,475.0,337.0,475.0,-0.1713034559160067,-0.21596516939711438,-0.12568252899765725,0.022846258700460344,-0.21133089065551758,-0.26370251178741455,-0.15872139334678653,True,8.152960677410187e-06,0.0001273432807191725,4.655439941990679e-05,5.470736009731698e-05,0.00040114573693197025,0.0005284890176511427,17.512760939890804,31.74489194204461,-7.770101757131158
difference,diff_sst_omega,all,,neutral,,,,block,,,,,,,,,,,,,,,sst_303_305,sst_300_303,324.0,474.0,324.0,474.0,-0.14283990153146586,-0.18771178030679175,-0.09626412070690328,0.023489011604828205,-0.2024276852607727,-0.24187031388282776,-0.15916223526000978,True,8.355345219857689e-06,0.0001111504029525148,4.614733063350547e-05,5.450267585336316e-05,0.00038741328751688966,0.0004985636904694045,18.105803965595474,28.6903951242687,-8.153241203799212
difference,diff_sst_omega,all,,weak_subsidence,,,,block,,,,,,,,,,,,,,,sst_303_305,sst_300_303,339.0,476.0,339.0,476.0,-0.15915769251872725,-0.19840187413779992,-0.11580910028444368,0.02109533799703075,-0.18524092435836792,-0.2269452765583992,-0.15850539505481723,True,8.311509587032513e-06,0.00011189831430830771,4.601237300708557e-05,5.4323882594118085e-05,0.00038079253175690134,0.000492690846065209,18.0636403728897,29.385637841170634,-7.68622683879758
difference,diff_sst_omega,all,,strong_subsidence,,,,block,,,,,,,,,,,,,,,sst_303_305,sst_300_303,353.0,477.0,353.0,477.0,-0.16030230489579256,-0.20137434805092733,-0.11788879744707999,0.021131865201830895,-0.18494772911071777,-0.22407901287078857,-0.14309359192848206,True,8.827831800250337e-06,0.00011921254040738518,4.791836880153071e-05,5.6746200601781045e-05,0.00040904750555533566,0.0005282600459627208,18.422646724085357,29.143935310285908,-8.225945863324569
difference,diff_sst_only,all,,all,,,,block,,,,,,,,,,,,,,,sst_303_305,sst_300_303,1697.0,2377.0,374.0,478.0,-0.15175759712898684,-0.18307632197708412,-0.12160500861204401,0.015672972582925715,-0.17707037925720215,-0.20876010060310363,-0.13993573784828187,True,8.641430504046204e-06,0.00012101022257266647,4.762781723099832e-05,5.626924773504452e-05,0.0004154541845455502,0.0005364644071182167,18.143662687993128,29.127212355565756,-8.145086058158995
group,sst_omega,nan,sst_297_300,strong_ascent,440.0,440.0,148905.0,block,-1.7026378687809813,-1.7031037139880387,0.017707456684496834,-1.7373661089925603,-1.6671550942059945,-1.7302976846694946,-1.7742428496479987,-1.681737507879734,3.80942839208067e-05,0.0002930385149325461,266.580748648302,297.0,300.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_omega,nan,sst_297_300,weak_ascent,431.0,431.0,155507.0,block,-1.596297902554239,-1.5966585655075491,0.01617516691534984,-1.6290794114199771,-1.5659919071985784,-1.5837149620056152,-1.619611394405365,-1.5484100580215454,3.710877284809532e-05,0.00025909956997536497,275.121541403673,297.0,300.0,1.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_omega,nan,sst_297_300,neutral,427.0,427.0,100782.0,block,-1.5612839182590155,-1.5608660518056616,0.019039710686934212,-1.5980647749902213,-1.5233063323575942,-1.5433392524719238,-1.584380030632019,-1.5189912855625154,3.700205357677131e-05,0.0002565716198110553,275.3885475092634,297.0,300.0,2.0,,,,,,,,,,,,,,,,,,,,,,,
group,sst_omega,nan,sst_297_300,weak_subsidence,431.0,431.0,203232.0,block,-1.5191903899136385,-1.5199905670863294,0.016254209943940365,-1.5519958107660927,-1.4868347983850543,-1.5034172534942627,-1.5430667281150818,-1.4741805911064148,3.694892464265856e-05,0.00024085515756933873,276.3395270661586,297.0,300.0,3.0,,,,,,,,,,,,,,,,,,,,,,,
