group_type,sst_bin,region,omega_bin,n_samples,n_raw_profiles_total,mean_profiles_per_sample,dlnq_mean_of_samples,dlnq_median_of_samples,dlnq_std,dlnq_p10,dlnq_p25,dlnq_p75,dlnq_p90,dlnq_iqr,q_uut_mean_group,q_uut_median_group,q_uut_p25,q_uut_p75,q_lut_mean_group,q_lut_median_group,q_lut_p25,q_lut_p75,mean_sst_group_mean,mean_sst_group_median,mean_omega_group_mean,mean_omega_group_median,mean_olr_group_mean,mean_olr_group_median,dominant_olr_fraction_group_mean,dominant_olr_fraction_group_median,dominant_olr_bin_group,dominant_olr_bin_group_fraction,sst_sort_lo,sst_sort_hi,omega_sort,reference_sst_bin,delta_dlnq_mean_vs_ref,delta_dlnq_median_vs_ref,delta_q_uut_mean_vs_ref,delta_q_lut_mean_vs_ref,delta_mean_olr_vs_ref
sst_omega,sst_297_300,,strong_ascent,440,148905.0,338.42045454545456,-1.7026378687809813,-1.7302976846694946,0.3658037937698406,-2.1145201206207274,-1.9278335273265839,-1.469501942396164,-1.3003461956977844,0.4583315849304199,3.80942839208067e-05,3.637175359472167e-05,3.28429623550619e-05,4.225652264722157e-05,0.0002930385149325461,0.0002644078340381384,0.0001963001923286356,0.00034991209395229816,299.11201370611997,299.2025266202542,-0.12602609089532343,-0.1097759410815507,266.580748648302,271.785675790179,,,clear_sky,0.9204545454545454,297.0,300.0,0,sst_297_300,0.0,0.0,0.0,0.0,0.0
sst_omega,sst_297_300,,weak_ascent,431,155507.0,360.8051044083527,-1.596297902554239,-1.5837149620056152,0.3414153742903654,-2.0415287017822266,-1.7938868403434753,-1.359325885772705,-1.211895227432251,0.43456095457077026,3.710877284809532e-05,3.5844383091898635e-05,3.225616273994092e-05,4.125247141928412e-05,0.00025909956997536497,0.00023557175882160664,0.0001825553335947916,0.00030085950857028365,299.10480944400456,299.19263686614784,-0.028508674523466008,-0.028383453699860197,275.121541403673,277.8281999860491,,,clear_sky,0.974477958236659,297.0,300.0,1,sst_297_300,0.0,0.0,0.0,0.0,0.0
sst_omega,sst_297_300,,neutral,427,100782.0,236.02341920374707,-1.5612839182590155,-1.5433392524719238,0.3882053747955721,-1.9630751371383668,-1.7810309529304504,-1.332714319229126,-1.1583319664001466,0.44831663370132446,3.700205357677131e-05,3.578818723326549e-05,3.2040274163591675e-05,4.094718497071881e-05,0.0002565716198110553,0.00022407466894946992,0.00017585165915079415,0.00029287328652571887,299.0862954057686,299.15984700520835,0.00020186194293461327,0.00019572683342951623,275.3885475092634,278.15034458093476,,,clear_sky,0.9672131147540983,297.0,300.0,2,sst_297_300,0.0,0.0,0.0,0.0,0.0
sst_omega,sst_297_300,,weak_subsidence,431,203232.0,471.53596287703016,-1.5191903899136385,-1.5034172534942627,0.3338900560244757,-1.926017165184021,-1.741649329662323,-1.3080399632453918,-1.1479151248931885,0.43360936641693115,3.694892464265856e-05,3.584357546060346e-05,3.212080446246546e-05,4.0684444684302434e-05,0.00024085515756933873,0.00021944305626675487,0.00017159318667836487,0.00028589763678610325,299.09483294263566,299.18356194294677,0.0294888462766834,0.029548693277681146,276.3395270661586,279.23975372314453,,,clear_sky,0.9814385150812065,297.0,300.0,3,sst_297_300,0.0,0.0,0.0,0.0,0.0
sst_omega,sst_297_300,,strong_subsidence,445,271873.0,610.9505617977528,-1.559991907035367,-1.5057423114776611,0.3998825964403386,-2.020273208618164,-1.7783854007720947,-1.3080648183822632,-1.1478540182113648,0.47032058238983154,3.735497868158776e-05,3.604592347983271e-05,3.189684866811149e-05,4.1864492231979966e-05,0.0002659322774715282,0.00022471262491308153,0.00017203054449055344,0.0002995654649566859,299.1243745497134,299.2021716397265,0.10254112279106273,0.09983358439596403,272.46248954848255,276.5538719224487,,,clear_sky,0.9550561797752809,297.0,300.0,4,sst_297_300,0.0,0.0,0.0,0.0,0.0
sst_omega,sst_300_303,,strong_ascent,475,519756.0,1094.223157894737,-1.9544371928666768,-1.9789149761199951,0.22030425818916982,-2.2101560115814207,-2.1164722442626953,-1.8291338682174683,-1.6331965446472168,0.28733837604522705,5.1505675039248e-05,5.201502062845975e-05,4.655358316085767e-05,5.675780994351953e-05,0.0004989127748903182,0.0005043767741881311,0.0004025437228847295,0.0005961133865639567,301.45812789754837,301.4340004434391,-0.20511296708297558,-0.21053349150462902,242.11076373027691,240.24729914323484,,,clear_sky,0.6442105263157895,300.0,303.0,0,sst_297_300,-0.2517993240856955,-0.2486172914505005,1.3411391118441302e-05,0.00020587425995777204,-24.46998491802509
sst_omega,sst_300_303,,weak_ascent,475,311946.0,656.7284210526316,-1.8142601033260948,-1.8107140064239502,0.26115537836071345,-2.1493086338043215,-1.9911655187606812,-1.6307639479637146,-1.4822561264038085,0.36040157079696655,4.655439941990679e-05,4.6262222895165905e-05,4.1914123357855715e-05,5.129693636263255e-05,0.00040114573693197025,0.0003878326097037643,0.0003112607228104025,0.0004791436222149059,301.3591845450543,301.35110625345436,-0.028672549726039515,-0.0286831631946067,260.03169703210756,261.75098963459646,,,clear_sky,0.9389473684210526,300.0,303.0,1,sst_297_300,-0.2179622007718558,-0.22699904441833496,9.445626571811473e-06,0.00014204616695660528,-15.089844371565448
sst_omega,sst_300_303,,neutral,474,193992.0,409.26582278481015,-1.7807364150693146,-1.779921054840088,0.26828952492250463,-2.1269100427627565,-1.9524049162864685,-1.580443412065506,-1.4600993037223815,0.3719615042209625,4.614733063350547e-05,4.553527833195403e-05,4.148625248490134e-05,5.0558740440465044e-05,0.00038741328751688966,0.00037328207690734416,0.0002997329429490492,0.00046469680091831833,301.35032164349764,301.3236813100717,8.518198236607699e-05,0.0001230460051221639,261.6026221305087,264.0417322484319,,,clear_sky,0.9556962025316456,300.0,303.0,2,sst_297_300,-0.2194524968102991,-0.23658180236816406,9.145277056734157e-06,0.00013084166770583434,-13.785925378754712
sst_omega,sst_300_303,,weak_subsidence,476,393056.0,825.7478991596639,-1.7608287675040108,-1.765444815158844,0.26213837390284583,-2.11400306224823,-1.945190280675888,-1.5842593014240265,-1.4090288281440735,0.3609309792518616,4.601237300708557e-05,4.553952567221131e-05,4.134719983994728e-05,5.0269742132513784e-05,0.00038079253175690134,0.0003689486620714888,0.0002909788381657563,0.00045362156379269436,301.34972148617265,301.32116345887766,0.029755908929839224,0.02969053737604853,262.21832387732354,264.2982757914816,,,clear_sky,0.9600840336134454,300.0,303.0,3,sst_297_300,-0.24163837759037232,-0.2620275616645813,9.063448364427011e-06,0.0001399373741875626,-14.121203188835068
sst_omega,sst_300_303,,strong_subsidence,477,656066.0,1375.4004192872117,-1.7888932654192862,-1.8013805150985718,0.2623839988241898,-2.128947877883911,-1.9784648418426514,-1.5881431102752686,-1.4359370470046997,0.3903217315673828,4.791836880153071e-05,4.756489215651527e-05,4.285454997443594e-05,5.263624188955873e-05,0.00040904750555533566,0.0003997513558715582,0.0003092393162660301,0.0004896702594123781,301.391711136273,301.3774713348924,0.1106069020990397,0.11035315738183397,256.401399899996,257.5840214589632,,,clear_sky,0.9140461215932913,300.0,303.0,4,sst_297_300,-0.22890135838391923,-0.29563820362091064,1.0563390119942949e-05,0.00014311522808380746,-16.06108964848653
